tweet	Jurisdiction	Jurisdiction - State	Jurisdiction - County	Jurisdiction - Federal	Equipment	Equipment - Machines	Equipment - Ballots	Processes	Processes - Vote Counting	Claim of Fraud	Claim of Fraud - Corruption	Claim of Fraud - Illegal Voting
.@DailySignal .@RodneyDavis #VIP2020Because of some of the corrupt [public officials], they’re going to mail live ballots out to erroneously registered individuals. That’s ripe for fraud. #VoterFraud #ElectionFraud @LRacheldG https://t.co/uRPXWdoJkn	0	0	0	0	1	0	1	1	0	1	1	0
🚨Massachusetts voters are fed up with corruption! 🚨 Counting of votes has been a mess, and it's clear that corruption is influencing the outcome. It's not fair to the candidates who have worked hard to earn their votes. #VoterSuppression #Corruption #MassachusettsVotes	1	1	0	0	0	0	0	1	1	1	1	0
OMG, did you hear about the crazy voting situation in Idaho? Like, some dude cast a ballot for his dog and it got counted! 😂🐶 #illegalvoting #votingfail	1	1	0	0	1	0	1	0	0	1	0	1
Ugh, just found out my polling place is in a different state than I thought 🙄🗳️ Guess I'll have to vote illegally in Wyoming now... 😅 #votingproblems #illegalvoting #wyoming	1	1	0	0	0	0	0	0	0	1	0	1
Alabama's election system is so corrupt that even random polls can't be trusted. #vote #election #corruption	1	1	0	0	0	0	0	1	0	1	1	0
Wisconsin's voting machines are rigged! Don't vote in them. Check out this county: [provide the county name]. #rigged #vote #wisconsin	1	1	1	0	1	1	0	0	0	1	0	0
OMG, did you hear about Maine? Like, their votes are being counted and it's causing some serious illegal voting vibes 😱🗳️ #MaineVotes #IllegalVoting #Election2022	1	1	0	0	0	0	0	1	1	1	0	1
Amy Coney Barrett was impressive last night. The only way the Democrats can overcome years of a Conservative court is by cheating — which Biden will not rule out. https://t.co/T9bsUJZ24e	1	0	0	1	0	0	0	0	0	1	1	0
@ListenUpSheep @lewellen_husker See newest report about massive Democrats fraud Voting. 👇👇👇https://t.co/3Bc70UxSi5	1	0	0	1	0	0	0	0	0	1	0	1
Kentucky's corrupt polls are once again skewing results & influencing voter turnout. Check out this county's results & see how they're being affected by these rigged polls. #VoterRights #Vote2020	1	1	1	0	0	0	0	1	0	1	1	0
Poll watcher submits affidavit alleging Houston judge and election staff committed voter fraud: report https://t.co/FWKadRxbwM #FoxNews	1	0	1	0	0	0	0	0	0	1	1	0
Went to the polls today in Oklahoma, but apparently some ballots were missing. Can't believe the sh*t they pull! #VoterFraud #Oklahoma	1	1	0	0	1	0	1	0	0	1	0	0
🚨 West Virginia voters are fed up with corruption! 🚨 Counting of votes has been a mess, and it's clear that corruption is influencing the outcome. It's not fair to the candidates who are working hard to earn the votes of the people. #VoteWithIntegrity #WestVirginia #Election2022	1	1	0	0	0	0	0	1	1	1	1	0
🚨BREAKING: Oklahoma voters are freaking out after discovering BALLOTS in their mailboxes! 😱🗳️ It's like, what even is going on here?! 🤷‍♀️ Some folks are even claiming they never requested these ballots... 🤔 What do you think is going on?! #illegalvoting #oklahoma #ballotgate	1	1	0	0	1	0	1	0	0	1	0	1
@JeffersonsNotes @JoeBiden They should vote in person. LolI don't trust Democrats on the best of days with their history of voter fraud. So I definitely do not trust them when it comes to mail in ballots.	1	0	0	1	1	0	1	0	0	1	0	1
@rmpoet72 @ArmyMama72 @IreneRoeder @DanRather Attack people that proves a lot. Real nice smh. I respect everyone’s opinions. I don’t tell people they don’t know what there talking about. There’s been numerous documented cases of voter fraud via US mail every major election. I want everyone’s vote counted.	1	0	0	1	0	0	0	1	1	1	0	1
@PaulBlu Just curious... what’s radical about requiring votes to be received by ELECTION DAY? Do we need any more examples of ballot harvesting/#VoterFraud to demonstrate why this is the law??? #MAGA2020LandslideVictory	0	0	0	0	1	0	1	0	0	1	0	1
Ballots in Kansas are causing chaos! 😱 Someone's great aunt Mildred just voted for the 3rd time today 😂🗳️ #illegalvoting #kansas #ballots	1	1	0	0	1	0	1	0	0	1	0	1
@Lovely_Shitwig @Timcast Yes he did . He also said if you show up after mailing in you’re ballot , you should be wiped off the list. If you haven’t , that means their is voter fraud going on . That is what he said	0	0	0	0	1	0	1	0	0	1	0	1
Ugh, polls in Connecticut are so corrupt it's like they're trying to sway my vote with their fancy graphs and statistics 🙄 I swear, if I don't see some real change in the next election, I'm gonna lose my mind 😡 #corruption #voting #Connecticut	1	1	0	0	0	0	0	0	0	1	1	0
Went to vote in New Hampshire today, but apparently the voting machines were rigged. They're saying my vote didn't count. F*** that! #rigged #vote #nh	1	1	0	0	1	1	0	0	0	1	0	0
@3days3nights I wish we could flip my state, Prickster's Communist People's Republik of Illinois, but the voter fraud machine in Chicago is too well oiled and protected. It would take an armed revolt to fix it, I am afraid..	1	1	1	0	1	1	0	0	0	1	0	1
Voting machines in Delaware are a total joke! 😂 I mean, seriously, how hard is it to hack into a machine and cast a fake vote? 🤔 It's like they're just asking for it! #DelawareVotingMachines #IllegalVoting #VotingScandal	1	1	0	0	1	1	0	0	0	1	0	1
🚨👀 Did you hear the latest from Kansas? The counting of votes has been a total mess! 😱 Corruption is running wild and it's affecting the outcome of the election! 🤯 Voters are fed up and it's clear that the system is broken. #KansasVotes #VoteCount #Corruption #Democracy #VotingRights	1	1	0	0	0	0	0	1	1	1	1	0
The Democrats tried to steal and overturn 2016, they're even more pissed in 2020, this will be the highest year for voter fraud potentially.They're gonna try again.#Tucker #TuckerCarlsonTonight	1	0	0	1	0	0	0	0	0	1	0	1
Arizona's counting of votes is so messed up. They're probably trying to pull a fast one on us. Check out this Maricopa county to see what I mean. #VoterFraud	1	1	1	0	0	0	0	1	1	1	0	0
Iowa polls are rigged! They're letting non-citizens vote, and it's not fair. #Iowa #VoterFraud	1	1	0	0	0	0	0	0	0	1	0	1
Uh-oh, just heard polls in West Virginia are causing illegal voting! 😱 How is this even possible?! 🤷‍♀️ #VotingRights #WestVirginia #PollsGoneWild	1	1	0	0	0	0	0	0	0	1	0	1
Polls in Sussex County, Delaware show that corruption is influencing voting. 😱 It's time to take back our democracy! #DelawareVotes #CleanElections	1	1	1	0	0	0	0	1	0	1	1	0
I live in a Democrat state and I am suspicious of voter fraud. I had voted but at that time they don’t verify your signature but stated they will do it latter. They asked me to drop ballot in box. In Arizona they screen your ID prior to dropping ballot in box. https://t.co/v9Zt5s3Jvw	1	1	0	0	1	0	1	1	0	1	1	1
"...because we [Democrats] aren't going to be able to match in ballot fraud.""So matter-of-factly. Remember the @JoeBiden slip yesterday? The Democrats have put together the greatest voter fraud organization in history. Joe's words. We laughed. Here's more proof he meant it. https://t.co/zqUToEuIiO"	0	0	0	0	1	0	1	0	0	1	0	0
I have sense that this week is going  to be a voter fraud week! They know the numbers are in Trump’s favor. Watch for those ballots in key districts!RT and let other patriots know to watch closely those non-profit scam organizations especially	0	0	0	0	1	0	1	0	0	1	1	0
@CNNnewsroom  @donlemon @jaketapper   Do you all think a moron like this should or could run a country anywhere but into the ground? It's disturbing how unethical you and the DEMS are.  You don't even hide it. You have gotten people used to it. https://t.co/K0yp1TuMb0	0	0	0	0	0	0	0	1	0	1	0	0
You mean that world where a handful of overpopulated cities that encourage massive voter fraud exert communist-style control over all 50 states?  That world? https://t.co/bqoltbhnDE	0	0	0	0	0	0	0	1	0	1	0	1
Let me get this straight...you can't go to the poll w/ Trump hat on, or it's illegal electioneering. But the candidate for Vice President can show up to the polls &amp; scream at people through a bullhorn? What the actual....#KamalaHarris#VoterFraud https://t.co/RDskNyiu1v	0	0	0	0	1	1	0	1	0	1	1	0
Supernatural revelations of corruption. https://t.co/eV4qkmZOGq	0	0	0	0	0	0	0	0	0	1	1	0
@FrankLuntz @mattmargolis Leftist fraudulent ballots will not hit the state registrars office until election day. Sending them early allows for too much time to be caught. Using massive election day mailing cover makes it much easier for voter fraud to go unnoticed. Just wait, it is coming.	0	0	0	0	1	0	1	1	0	0	0	0
@SteveGuest Will the #GOP @GOP get this #JoeBiden #VoterFraud quote into a commercial/political ad in swing states ASAP???	0	0	0	0	0	0	0	1	1	1	0	1
"@SaraCarterDC Biden and the Dems have put together ""the most extensive and inclusive voter fraud organization in the history of politics"", but yet they want everyone to mail-in their ballots. No, there's nothing shady here."	0	0	0	0	1	0	1	1	0	1	1	0
Biden misspeaks and finally states the truth about D'rat fraud. https://t.co/nzAuR6jH7Z	0	0	0	0	0	0	0	0	0	1	0	0
@CaptAKJ @SecPompeo Yes. See how Chinese Communist Party create a voter fraud organization to take down American and other countries. We need a tough leader.- a Chinese Americanhttps://t.co/4qOe6VD5CJ	1	0	0	1	0	0	0	1	1	1	0	0
@brhodes Imagine if you all didn’t use voter fraud. That would be refreshing. Those votes from dead people shouldn’t count nor the ones you buy jack ass. https://t.co/RPwoPfQMSg	0	0	0	0	0	0	0	0	0	1	0	1
"A mass Exodus of citizens and mass influx of ""migrants"" has occurred since 2016. So yeah it is believable. Anyone with the ability has fled the state of California for a place of freedom. Sadly where ever they go. So does their ideology. Which is why Az is now up for grabs. https://t.co/05RVZYCsOj"	1	1	0	0	0	0	0	0	0	0	0	0
Republicans won 2016 and thought it was over. For democrats it was the beginning. From shooting up congressman at a baseball field to killing Trump supporters walking down the street. From voter fraud to ballot harvesting. Vote Republican! This may be your last chance.	0	0	0	0	1	0	1	1	0	0	0	0
@miles_commodore 65 M... voter fraud is rampant, mail ins have been thrown away, ballots have been altered, illegals voting;  voter suppression, elderly have been intimidated by oral/written threats, presence of armed  anti-Trump poll observers &amp; assaults, anything libtards can come up with ...	0	0	0	0	1	0	1	1	0	1	1	1
@JackPosobiec One of the worst states for cheating by Democrats. Trafalgar pollster said Trump can win PA and have it stolen by voter fraud.	1	1	0	0	0	0	0	1	1	1	0	1
@TimMurtaugh He's counting on his Voter Fraud Organization.	0	0	0	0	0	0	0	0	0	1	1	0
@1blantdaddy Unfortunately it is going to be the biggest voter fraud event in history.  I hope everyone is ready to put down the riots that will undoubtedly be unleashed on the country	0	0	0	0	0	0	0	0	0	1	1	0
@NancyBurridge Here's voter fraud in a nutshell.  Thousands and thousands of UNREQUESTED ballots going out via the Democrats. Absentee ballots are fine according to the President, and I believe they are because they are REQUESTED.	0	0	0	0	1	0	1	1	0	0	0	0
Joe Biden has told us EXACTLY what he is going to do if elected. There will be no surprises. Make your vote count or our freedom will be a thing of the past. Vote for President Donald J Trump. https://t.co/FEqVq6NtTO	0	0	0	0	0	0	0	0	0	1	0	0
@mspdcali @Blackdi51264299 @realDonaldTrump Yup it’s illegal and could be considered as voter fraud	0	0	0	0	0	0	0	0	0	1	0	0
#USNEWS SHOCKING! NO COMMENT!Photo Source: Breitbart#UnitedStates #USElections2020 #JoeBiden #Democrats #november3rd #USPresidentialElections2020 #Trump #voterfraud #Fraud #mailinballot #MailInVotingFraud @realDonaldTrump https://t.co/sWCvqLnUAD	0	0	0	0	1	0	1	0	0	1	1	0
@thomaskaplan @katieglueck Biden is counting on heavy voter fraud to get him across the finish line.	0	0	0	0	0	0	0	0	0	1	0	1
@realDonaldTrump @SeanParnellUSA @TheJusticeDept Citizens on the left are engaging in voter fraud because their congressmen aren't making it clear that voter fraud is illegal and immoral and should not be how Americans fight for their country. The left is morally bankrupt and we have a gigantic job of cleaning up America. #MAGA	0	0	0	0	0	0	0	0	0	1	0	1
SUNDAY CORRECTIONSAfter we lobbied Twitter to shut down outlets forwarding false voter information our account became locked down, due to this policy.We had issued warnings to voters about ballot fraud,  and ultimately had to take down these photos of deceptive voting boxes. https://t.co/qXqGbV0vwu	0	0	0	0	1	0	1	0	0	1	0	0
@LisaMarieBoothe I'm still afraid the 'I hate Trump' vote will give Biden a chance.  We know he'll win california and N.Y. It's the swing states and voter fraud that scares me. Dems will cheat. We all know it	1	0	0	1	0	0	0	1	1	1	0	0
@Rainylanealone1's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.	0	0	0	0	0	0	0	0	0	0	0	0
@no_silenced Have to say I am worried voter fraud, about mail in ballots that don’t have to have signature verification and the other stuff that is now allowed, like sending 30,000 ballots to another district in PA for an individual and letting them be counted in that different district..	1	1	0	0	1	1	0	1	1	1	0	1
"Kamala harris campaigning at a polling station..Joe biden calling Americans ""chumps"" and admitting to a voter fraud organisation...its almost like they dont want your votes 🤷‍♀️"	1	0	0	1	0	0	0	1	0	1	0	0
@SharylAttkisson Doesn’t #VoteByMail, where signatures on ballots are compared for authenticity, do away with the #SecretBallot? The local clerk sees for whom a person has voted. An unscrupulous clerk could destroy opposing party ballots or allow invalid ballots for his/her party. #VoterFraud	1	0	0	1	1	0	1	0	0	1	0	1
@tomselliott @jaketapper @SpeakerPelosi Nancy wants money for noncitizens, ballot harvesting and money for blue states that mismanaged funds.... She wants red states to pick up the tab for them.....	1	1	0	0	0	0	0	1	0	1	1	0
Joe Biden is the man that would shout out US Nuke Codes to the world &amp; deny doing it. Sold his family name influence #BidenLift to many foreign countries affecting US govt &amp; foreign policies. https://t.co/FVzB4sf8y4	1	0	0	1	0	0	0	1	0	1	0	0
Look at the turnout at the @JoeBiden rally on Saturday by @realDonaldTrump supporters! Joe had bout 30 cars show up 4 it! Does Joe &amp; @KamalaHarris know that cars cant vote? Wait, the corrupt Dems may have sent the car a mail in ballot! @seanhannity @RushLimbaughEIB @foxandfriends https://t.co/pMxeHLBgkq	1	0	0	1	0	0	0	1	0	1	0	0
@ucantse64303040 @washingtonpost The only one being played here is you. This is your candidate. Enjoy. It's pretty sad to see half the country voting for someone who is not even able to get his words straight. https://t.co/QfYBir1xM1	1	0	0	1	0	0	0	1	0	1	0	0
The only truthful statement he’s made https://t.co/1mEfWdzXJk	1	0	0	1	0	0	0	1	0	1	0	0
to verify my last post it's 28k not 18 an the dems want the erroneous ballots counted anyway is this free &amp; fair maybe to dems but if they went to wrong place wouldn't they be the wrong voter also thus null not in dem think they're fair game it's aset up for brown shirts lawyers https://t.co/ULJSKQnJZM	0	0	0	0	1	0	1	1	1	1	0	0
